,host_is_superhost,cancellation_policy,instant_bookable,property_type,room_type,accommodates,bathrooms,bedrooms,beds,review_scores_rating,price_region
5450,1,moderate,0,Apartment,Entire home/apt,6.0,2.0,3.0,3.0,98.0,region 250.0-300.0
326,1,strict_14_with_grace_period,0,House,Entire home/apt,4.0,2.0,2.0,2.0,96.0,region 250.0-300.0
973,1,strict_14_with_grace_period,0,Apartment,Private room,2.0,1.0,1.0,1.0,99.0,region 200.0-250.0
860,0,strict_14_with_grace_period,0,House,Private room,1.0,1.0,1.0,1.0,100.0,region 50.0-100.0
884,1,strict_14_with_grace_period,0,Condominium,Entire home/apt,2.0,1.0,0.0,1.0,100.0,region 100.0-150.0
1066,1,strict_14_with_grace_period,1,House,Private room,2.0,1.0,1.0,1.0,96.0,region 100.0-150.0
6116,0,flexible,1,Others,Entire home/apt,4.0,2.0,1.0,1.0,98.0,region 100.0-150.0
2847,1,strict_14_with_grace_period,1,Apartment,Entire home/apt,4.0,1.0,1.0,1.0,96.0,region 150.0-200.0
1971,1,strict_14_with_grace_period,1,Guest suite,Entire home/apt,2.0,1.0,0.0,1.0,95.0,region 150.0-200.0
1748,1,strict_14_with_grace_period,1,Townhouse,Entire home/apt,5.0,1.0,2.0,3.0,97.0,region 350.0-400.0
6771,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 100.0-150.0
1250,0,strict_14_with_grace_period,0,Condominium,Entire home/apt,4.0,1.0,2.0,1.0,100.0,region 150.0-200.0
1392,0,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,88.0,region 100.0-150.0
6393,1,moderate,0,House,Private room,2.0,1.0,1.0,1.0,97.0,region 50.0-100.0
5590,1,flexible,0,House,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
4069,0,flexible,0,House,Shared room,10.0,3.0,1.0,10.0,98.0,region 0.0-50.0
3579,0,strict_14_with_grace_period,1,House,Entire home/apt,6.0,1.0,3.0,4.0,90.0,region 300.0-350.0
1552,0,flexible,0,Others,Private room,3.0,10.0,1.0,2.0,93.0,region 50.0-100.0
2877,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 50.0-100.0
422,1,moderate,0,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,96.0,region 50.0-100.0
4574,1,flexible,0,Serviced apartment,Entire home/apt,10.0,4.0,6.0,7.0,98.0,region 450.0-500.0
5159,1,strict_14_with_grace_period,0,Apartment,Private room,1.0,1.0,1.0,2.0,100.0,region 50.0-100.0
5361,0,flexible,1,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,98.0,region 450.0-500.0
5792,0,strict_14_with_grace_period,0,House,Entire home/apt,6.0,2.0,2.0,3.0,98.0,region 250.0-300.0
370,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,2.0,83.0,region 100.0-150.0
5877,0,strict_14_with_grace_period,0,Condominium,Entire home/apt,4.0,1.0,2.0,2.0,100.0,Others
7119,0,moderate,0,House,Entire home/apt,10.0,3.0,4.0,6.0,98.0,region 300.0-350.0
5801,1,moderate,0,House,Private room,1.0,2.0,1.0,1.0,99.0,region 50.0-100.0
2000,1,moderate,1,House,Private room,2.0,1.0,1.0,1.0,100.0,region 150.0-200.0
4841,0,moderate,0,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,100.0,region 300.0-350.0
6082,0,flexible,1,Apartment,Entire home/apt,3.0,1.0,2.0,2.0,98.0,region 250.0-300.0
5562,1,strict_14_with_grace_period,1,House,Private room,4.0,1.0,0.0,2.0,97.0,region 150.0-200.0
316,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,95.0,region 100.0-150.0
3730,1,moderate,0,Guest suite,Entire home/apt,4.0,1.0,1.0,2.0,98.0,region 100.0-150.0
6339,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
2001,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,6.0,1.0,2.0,3.0,96.0,region 250.0-300.0
920,1,strict_14_with_grace_period,1,Condominium,Entire home/apt,3.0,1.0,0.0,1.0,98.0,region 150.0-200.0
6205,0,strict_14_with_grace_period,1,House,Entire home/apt,8.0,1.0,3.0,4.0,98.0,region 450.0-500.0
6455,0,flexible,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 200.0-250.0
2538,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,3.0,1.0,2.0,2.0,87.0,region 100.0-150.0
1868,0,moderate,0,House,Private room,1.0,1.0,1.0,1.0,92.0,region 50.0-100.0
6875,0,flexible,1,Apartment,Private room,1.0,2.0,1.0,1.0,98.0,region 0.0-50.0
674,0,strict_14_with_grace_period,0,Condominium,Entire home/apt,4.0,2.0,3.0,3.0,100.0,region 250.0-300.0
6879,0,moderate,0,Apartment,Private room,2.0,1.0,1.0,1.0,100.0,region 50.0-100.0
3967,1,strict_14_with_grace_period,0,Condominium,Entire home/apt,6.0,1.0,2.0,2.0,100.0,region 200.0-250.0
4920,0,strict_14_with_grace_period,1,Guest suite,Entire home/apt,4.0,1.0,0.0,2.0,85.0,region 100.0-150.0
2415,0,flexible,0,Guest suite,Entire home/apt,3.0,1.0,1.0,2.0,100.0,region 100.0-150.0
2439,1,moderate,0,Townhouse,Entire home/apt,7.0,1.0,3.0,5.0,95.0,region 300.0-350.0
3442,1,moderate,0,Apartment,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
2289,1,moderate,1,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,98.0,region 250.0-300.0
4468,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,60.0,region 100.0-150.0
882,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,88.0,region 100.0-150.0
822,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
6524,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,98.0,region 100.0-150.0
3132,1,strict_14_with_grace_period,0,Apartment,Private room,1.0,4.0,1.0,1.0,97.0,region 50.0-100.0
3612,0,moderate,1,House,Entire home/apt,5.0,2.0,2.0,3.0,95.0,region 100.0-150.0
2649,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,92.0,region 250.0-300.0
3479,1,strict_14_with_grace_period,0,House,Private room,2.0,1.0,1.0,1.0,98.0,region 0.0-50.0
4114,1,moderate,0,Condominium,Private room,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
4272,1,strict_14_with_grace_period,0,Apartment,Private room,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
4534,1,strict_14_with_grace_period,0,Condominium,Entire home/apt,8.0,2.0,4.0,4.0,98.0,region 400.0-450.0
3044,1,moderate,0,Guest suite,Entire home/apt,4.0,1.0,2.0,2.0,96.0,region 100.0-150.0
5298,1,strict_14_with_grace_period,1,Serviced apartment,Entire home/apt,4.0,1.0,2.0,2.0,100.0,region 150.0-200.0
2263,0,strict_14_with_grace_period,0,House,Entire home/apt,4.0,1.0,3.0,3.0,83.0,region 200.0-250.0
417,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,97.0,region 350.0-400.0
576,0,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,2.0,86.0,region 50.0-100.0
4405,0,strict_14_with_grace_period,1,House,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
4029,1,strict_14_with_grace_period,0,House,Entire home/apt,6.0,2.0,3.0,3.0,97.0,region 200.0-250.0
4166,1,strict_14_with_grace_period,0,House,Entire home/apt,10.0,2.0,3.0,6.0,100.0,region 250.0-300.0
3804,0,moderate,0,Hotel,Private room,2.0,8.0,1.0,1.0,80.0,region 50.0-100.0
6345,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
1236,0,strict_14_with_grace_period,1,House,Entire home/apt,5.0,1.0,2.0,3.0,98.0,region 300.0-350.0
895,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,96.0,region 150.0-200.0
396,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,99.0,region 250.0-300.0
1661,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,2.0,97.0,region 50.0-100.0
6954,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,98.0,region 150.0-200.0
5452,1,moderate,0,Apartment,Entire home/apt,8.0,4.0,4.0,4.0,98.0,region 400.0-450.0
6237,0,flexible,1,House,Private room,3.0,1.0,1.0,2.0,95.0,region 100.0-150.0
4894,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
475,1,strict_14_with_grace_period,0,Others,Private room,1.0,1.0,1.0,1.0,94.0,region 0.0-50.0
2759,0,moderate,1,Hotel,Private room,4.0,1.0,1.0,2.0,92.0,region 100.0-150.0
6976,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,5.0,2.0,2.0,2.0,98.0,region 300.0-350.0
4311,0,moderate,0,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,96.0,region 250.0-300.0
4884,0,flexible,0,House,Private room,2.0,2.0,1.0,1.0,91.0,region 50.0-100.0
1595,0,strict_14_with_grace_period,0,Condominium,Entire home/apt,3.0,1.0,2.0,2.0,96.0,Others
7093,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,Others
5168,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,100.0,region 100.0-150.0
6144,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,8.0,2.0,2.0,4.0,100.0,region 450.0-500.0
2705,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
1512,1,moderate,1,House,Private room,2.0,1.0,1.0,1.0,99.0,region 100.0-150.0
3691,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
4800,0,flexible,1,Boutique hotel,Private room,2.0,1.0,0.0,1.0,80.0,region 50.0-100.0
21,1,moderate,0,Others,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
2530,0,moderate,1,Guest suite,Entire home/apt,4.0,1.0,1.0,2.0,99.0,region 150.0-200.0
3591,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,6.0,1.0,1.0,3.0,98.0,region 100.0-150.0
1806,0,strict_14_with_grace_period,0,House,Private room,1.0,1.0,1.0,1.0,95.0,region 50.0-100.0
3814,1,moderate,0,House,Entire home/apt,4.0,1.0,2.0,2.0,100.0,region 200.0-250.0
6268,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
5889,0,strict_14_with_grace_period,0,House,Private room,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
2052,0,moderate,1,House,Entire home/apt,4.0,2.0,2.0,2.0,88.0,region 350.0-400.0
3047,0,strict_14_with_grace_period,0,Condominium,Entire home/apt,6.0,2.0,3.0,3.0,100.0,region 200.0-250.0
6891,0,strict_14_with_grace_period,0,Apartment,Private room,1.0,1.0,1.0,1.0,98.0,region 50.0-100.0
4013,1,moderate,1,House,Private room,4.0,1.0,1.0,1.0,99.0,region 150.0-200.0
6523,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,100.0,region 250.0-300.0
1088,0,moderate,0,Apartment,Entire home/apt,6.0,2.0,3.0,3.0,100.0,region 350.0-400.0
4843,0,strict_14_with_grace_period,1,House,Entire home/apt,4.0,1.0,2.0,2.0,98.0,region 150.0-200.0
5453,1,strict_14_with_grace_period,0,House,Entire home/apt,6.0,1.0,3.0,4.0,100.0,Others
1158,0,strict_14_with_grace_period,0,House,Private room,1.0,2.0,1.0,1.0,100.0,region 100.0-150.0
5398,0,flexible,0,Guest suite,Entire home/apt,4.0,1.0,1.0,2.0,99.0,region 150.0-200.0
5356,1,strict_14_with_grace_period,0,Apartment,Private room,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
5798,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 100.0-150.0
3324,0,flexible,0,Guest suite,Entire home/apt,1.0,1.0,1.0,1.0,98.0,region 200.0-250.0
3595,1,moderate,0,Others,Entire home/apt,2.0,1.0,1.0,1.0,96.0,region 50.0-100.0
6240,0,strict_14_with_grace_period,0,Apartment,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
2612,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,99.0,region 100.0-150.0
1662,0,flexible,0,House,Entire home/apt,4.0,2.0,2.0,2.0,98.0,region 200.0-250.0
4682,0,flexible,0,House,Entire home/apt,4.0,2.0,2.0,2.0,98.0,region 250.0-300.0
6055,0,moderate,1,House,Entire home/apt,6.0,2.0,2.0,0.0,100.0,region 250.0-300.0
2109,0,moderate,0,Apartment,Entire home/apt,4.0,1.0,2.0,3.0,97.0,region 200.0-250.0
6105,0,flexible,1,House,Entire home/apt,8.0,1.0,2.0,1.0,98.0,Others
5586,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,89.0,region 100.0-150.0
2154,0,flexible,0,Apartment,Entire home/apt,3.0,1.0,0.0,2.0,88.0,region 100.0-150.0
5783,1,strict_14_with_grace_period,1,House,Private room,2.0,1.0,1.0,1.0,99.0,region 100.0-150.0
3273,0,moderate,0,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,99.0,region 100.0-150.0
6895,0,flexible,1,House,Shared room,4.0,2.0,1.0,1.0,98.0,region 0.0-50.0
3601,0,moderate,0,House,Entire home/apt,4.0,1.0,1.0,2.0,87.0,region 250.0-300.0
402,1,strict_14_with_grace_period,1,Apartment,Entire home/apt,6.0,1.0,2.0,3.0,99.0,region 200.0-250.0
1749,1,strict_14_with_grace_period,1,Townhouse,Private room,2.0,1.0,1.0,1.0,99.0,region 150.0-200.0
5153,1,flexible,1,Apartment,Private room,2.0,1.0,1.0,1.0,99.0,region 100.0-150.0
2398,1,moderate,1,House,Private room,1.0,1.0,1.0,1.0,99.0,region 100.0-150.0
4751,1,flexible,1,House,Private room,2.0,1.0,1.0,1.0,97.0,region 250.0-300.0
842,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
3185,1,strict_14_with_grace_period,0,Apartment,Private room,4.0,1.0,2.0,2.0,96.0,region 250.0-300.0
6424,0,flexible,1,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,98.0,region 300.0-350.0
4754,1,moderate,1,House,Private room,2.0,1.0,1.0,1.0,97.0,region 50.0-100.0
3315,0,flexible,0,House,Private room,1.0,1.0,1.0,1.0,60.0,region 50.0-100.0
3421,1,moderate,0,Others,Entire home/apt,3.0,1.0,1.0,1.0,96.0,Others
4551,1,moderate,0,Condominium,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 150.0-200.0
1068,1,flexible,0,House,Private room,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
4296,0,strict_14_with_grace_period,0,House,Private room,1.0,2.0,1.0,1.0,97.0,region 50.0-100.0
2927,1,strict_14_with_grace_period,1,House,Entire home/apt,6.0,1.0,3.0,4.0,96.0,region 150.0-200.0
3640,0,strict_14_with_grace_period,0,Boutique hotel,Private room,2.0,1.0,0.0,1.0,100.0,region 350.0-400.0
3082,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,95.0,region 100.0-150.0
4369,1,flexible,1,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,100.0,region 150.0-200.0
6727,0,strict_14_with_grace_period,1,Others,Entire home/apt,6.0,2.0,3.0,3.0,100.0,Others
924,1,strict_14_with_grace_period,1,House,Private room,2.0,1.0,1.0,1.0,96.0,region 100.0-150.0
2408,1,moderate,0,Guest suite,Entire home/apt,4.0,1.0,1.0,2.0,95.0,region 100.0-150.0
2532,1,strict_14_with_grace_period,1,House,Entire home/apt,4.0,1.0,2.0,2.0,97.0,region 100.0-150.0
4326,0,strict_14_with_grace_period,0,House,Entire home/apt,7.0,2.0,3.0,5.0,98.0,region 200.0-250.0
6628,0,strict_14_with_grace_period,1,Apartment,Private room,2.0,1.0,1.0,1.0,95.0,region 150.0-200.0
3364,0,moderate,1,Condominium,Private room,2.0,1.0,1.0,2.0,98.0,region 100.0-150.0
1580,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,100.0,region 150.0-200.0
1898,0,moderate,1,Others,Entire home/apt,4.0,1.0,1.0,1.0,85.0,region 150.0-200.0
825,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,10.0,1.0,4.0,6.0,93.0,region 400.0-450.0
1861,1,moderate,1,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,96.0,region 100.0-150.0
700,0,strict_14_with_grace_period,0,Townhouse,Entire home/apt,6.0,1.0,3.0,4.0,94.0,region 250.0-300.0
231,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,97.0,region 250.0-300.0
2482,1,moderate,1,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,95.0,region 100.0-150.0
1613,0,moderate,1,House,Private room,4.0,1.0,1.0,1.0,87.0,region 50.0-100.0
6448,0,flexible,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 200.0-250.0
3424,0,strict_14_with_grace_period,1,House,Private room,2.0,1.0,1.0,1.0,86.0,region 50.0-100.0
6639,1,flexible,1,House,Private room,2.0,1.0,1.0,1.0,95.0,region 50.0-100.0
7,0,strict_14_with_grace_period,0,House,Private room,2.0,1.0,1.0,1.0,94.0,region 100.0-150.0
5523,0,super_strict_30,1,Townhouse,Entire home/apt,5.0,3.0,3.0,3.0,98.0,region 400.0-450.0
3187,0,moderate,0,Others,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 250.0-300.0
2592,0,moderate,0,House,Private room,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
934,0,strict_14_with_grace_period,0,Condominium,Entire home/apt,4.0,2.0,2.0,2.0,98.0,region 300.0-350.0
371,1,strict_14_with_grace_period,1,Condominium,Private room,1.0,1.0,1.0,1.0,98.0,region 50.0-100.0
5101,0,flexible,0,House,Private room,2.0,2.0,1.0,2.0,93.0,region 100.0-150.0
3882,0,strict_14_with_grace_period,0,House,Private room,1.0,1.0,1.0,1.0,80.0,region 50.0-100.0
899,0,strict_14_with_grace_period,0,House,Entire home/apt,8.0,1.0,4.0,6.0,99.0,region 350.0-400.0
3791,0,moderate,0,Condominium,Entire home/apt,3.0,1.0,2.0,2.0,99.0,region 250.0-300.0
5106,0,flexible,0,Condominium,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 100.0-150.0
4717,1,strict_14_with_grace_period,0,Others,Private room,2.0,2.0,1.0,1.0,98.0,region 200.0-250.0
4496,0,strict_14_with_grace_period,0,Others,Entire home/apt,4.0,1.0,2.0,2.0,75.0,region 300.0-350.0
5481,0,moderate,1,Apartment,Private room,2.0,1.0,1.0,1.0,92.0,region 100.0-150.0
4197,0,flexible,0,Guest suite,Private room,2.0,1.0,1.0,1.0,92.0,region 100.0-150.0
193,0,strict_14_with_grace_period,0,Condominium,Entire home/apt,4.0,1.0,2.0,3.0,98.0,region 150.0-200.0
5037,1,moderate,0,Others,Entire home/apt,2.0,1.0,1.0,1.0,99.0,region 250.0-300.0
1826,0,strict_14_with_grace_period,1,House,Private room,2.0,1.0,1.0,1.0,90.0,region 50.0-100.0
4608,0,moderate,1,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,100.0,region 250.0-300.0
1696,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,2.0,3.0,100.0,region 250.0-300.0
4699,0,moderate,0,Condominium,Entire home/apt,4.0,1.0,2.0,2.0,100.0,region 150.0-200.0
5005,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,100.0,region 100.0-150.0
6998,0,flexible,1,Apartment,Private room,1.0,2.0,1.0,1.0,98.0,region 50.0-100.0
3248,1,strict_14_with_grace_period,0,House,Entire home/apt,5.0,1.0,2.0,2.0,99.0,region 150.0-200.0
2130,0,flexible,1,Apartment,Private room,2.0,1.0,1.0,1.0,91.0,region 100.0-150.0
4904,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 50.0-100.0
6847,0,strict_14_with_grace_period,0,Apartment,Private room,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
3159,0,flexible,0,House,Private room,2.0,1.0,1.0,1.0,100.0,region 50.0-100.0
6224,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
746,0,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 250.0-300.0
1339,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,97.0,region 100.0-150.0
1720,1,moderate,1,House,Private room,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
5019,0,flexible,1,Apartment,Entire home/apt,3.0,1.0,2.0,2.0,98.0,region 150.0-200.0
4372,0,moderate,1,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,93.0,region 150.0-200.0
522,0,strict_14_with_grace_period,0,Condominium,Entire home/apt,4.0,2.0,2.0,2.0,98.0,region 150.0-200.0
2221,1,moderate,0,Apartment,Entire home/apt,5.0,2.0,2.0,2.0,99.0,Others
4379,0,strict_14_with_grace_period,0,House,Entire home/apt,6.0,1.0,3.0,3.0,100.0,region 250.0-300.0
303,0,flexible,1,Serviced apartment,Entire home/apt,2.0,1.0,0.0,1.0,100.0,region 100.0-150.0
487,1,strict_14_with_grace_period,0,House,Shared room,1.0,2.0,1.0,1.0,97.0,region 0.0-50.0
3299,1,moderate,0,House,Entire home/apt,7.0,1.0,3.0,5.0,97.0,region 350.0-400.0
1130,1,moderate,0,House,Entire home/apt,4.0,1.0,2.0,2.0,94.0,region 100.0-150.0
6569,1,moderate,0,House,Private room,2.0,1.0,1.0,1.0,100.0,region 150.0-200.0
1129,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 200.0-250.0
171,0,strict_14_with_grace_period,0,House,Shared room,1.0,2.0,1.0,1.0,80.0,region 0.0-50.0
2643,0,strict_14_with_grace_period,0,House,Private room,2.0,1.0,1.0,1.0,90.0,region 50.0-100.0
197,0,flexible,1,Others,Shared room,4.0,0.0,1.0,4.0,93.0,region 0.0-50.0
6327,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
6803,0,strict_14_with_grace_period,1,House,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
2675,1,moderate,0,Apartment,Entire home/apt,5.0,2.0,3.0,3.0,100.0,region 300.0-350.0
5471,1,moderate,1,Condominium,Entire home/apt,6.0,2.0,2.0,2.0,98.0,Others
3003,0,strict_14_with_grace_period,0,House,Entire home/apt,6.0,3.0,3.0,3.0,100.0,region 350.0-400.0
221,1,moderate,0,House,Private room,4.0,1.0,3.0,3.0,94.0,region 250.0-300.0
5391,0,moderate,0,House,Entire home/apt,6.0,1.0,3.0,4.0,96.0,region 350.0-400.0
5736,1,moderate,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,95.0,region 300.0-350.0
