,host_is_superhost,cancellation_policy,instant_bookable,property_type,room_type,accommodates,bathrooms,bedrooms,beds,review_scores_rating,price_region
797,0,flexible,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,100.0,region 100.0-150.0
1750,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,7.0,1.0,3.0,3.0,96.0,Others
623,0,moderate,0,Apartment,Entire home/apt,6.0,2.0,3.0,4.0,92.0,region 300.0-350.0
2286,1,moderate,1,Condominium,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
4067,0,flexible,0,House,Shared room,4.0,3.0,1.0,4.0,40.0,region 0.0-50.0
2028,1,strict_14_with_grace_period,0,House,Entire home/apt,16.0,1.0,6.0,12.0,100.0,Others
5105,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 200.0-250.0
5614,0,moderate,0,House,Private room,2.0,1.0,1.0,1.0,100.0,region 150.0-200.0
5006,0,strict_14_with_grace_period,1,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 200.0-250.0
5718,1,flexible,0,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,98.0,region 200.0-250.0
4991,0,flexible,0,Serviced apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 150.0-200.0
1473,0,strict_14_with_grace_period,0,Condominium,Private room,6.0,1.0,2.0,4.0,100.0,region 250.0-300.0
722,0,moderate,0,Guest suite,Entire home/apt,6.0,1.0,1.0,3.0,86.0,region 150.0-200.0
1361,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,96.0,region 150.0-200.0
106,0,strict_14_with_grace_period,0,House,Private room,3.0,1.0,1.0,1.0,78.0,region 0.0-50.0
4446,1,moderate,1,Apartment,Private room,2.0,1.0,1.0,1.0,100.0,region 50.0-100.0
5643,1,strict_14_with_grace_period,0,Townhouse,Private room,1.0,1.0,1.0,1.0,100.0,region 250.0-300.0
4746,0,flexible,0,Others,Entire home/apt,5.0,1.0,3.0,3.0,98.0,region 300.0-350.0
4485,0,flexible,1,Apartment,Private room,2.0,1.0,1.0,1.0,98.0,region 200.0-250.0
3052,1,moderate,0,House,Entire home/apt,5.0,1.0,2.0,2.0,96.0,region 350.0-400.0
1472,1,moderate,1,House,Entire home/apt,6.0,1.0,2.0,4.0,95.0,region 250.0-300.0
1117,1,flexible,0,Apartment,Entire home/apt,1.0,1.0,1.0,1.0,100.0,region 100.0-150.0
554,0,flexible,1,Apartment,Private room,2.0,1.0,1.0,1.0,84.0,region 50.0-100.0
299,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,3.0,1.0,2.0,2.0,96.0,region 150.0-200.0
170,0,strict_14_with_grace_period,0,House,Shared room,1.0,2.0,1.0,1.0,100.0,region 0.0-50.0
3326,0,flexible,1,Apartment,Private room,2.0,1.0,1.0,1.0,95.0,region 50.0-100.0
3803,0,moderate,0,House,Entire home/apt,4.0,1.0,2.0,2.0,100.0,region 100.0-150.0
3674,0,strict_14_with_grace_period,1,Condominium,Entire home/apt,4.0,1.0,2.0,2.0,95.0,region 150.0-200.0
1276,1,moderate,0,Guest suite,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 150.0-200.0
2354,1,strict_14_with_grace_period,1,House,Private room,2.0,1.0,1.0,1.0,97.0,region 50.0-100.0
3619,0,moderate,0,House,Entire home/apt,4.0,1.0,2.0,2.0,100.0,region 150.0-200.0
415,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,5.0,1.0,2.0,2.0,98.0,region 200.0-250.0
6594,0,flexible,1,House,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
4860,1,moderate,0,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,100.0,region 200.0-250.0
4524,0,flexible,1,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,100.0,region 50.0-100.0
4282,1,moderate,0,Condominium,Entire home/apt,2.0,1.0,0.0,1.0,100.0,region 100.0-150.0
3053,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,2.0,3.0,91.0,region 150.0-200.0
3923,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,4.0,1.0,0.0,1.0,90.0,region 100.0-150.0
1839,0,flexible,0,Others,Shared room,4.0,10.0,1.0,4.0,95.0,region 0.0-50.0
2956,0,strict_14_with_grace_period,0,House,Private room,2.0,1.0,1.0,1.0,100.0,region 50.0-100.0
6010,1,moderate,0,Apartment,Private room,2.0,1.0,1.0,1.0,96.0,region 200.0-250.0
2317,1,flexible,1,Apartment,Entire home/apt,2.0,2.0,1.0,1.0,100.0,region 250.0-300.0
2915,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,2.0,98.0,region 100.0-150.0
5985,1,moderate,0,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,98.0,region 200.0-250.0
630,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,2.0,4.0,98.0,region 200.0-250.0
5046,0,flexible,1,House,Entire home/apt,4.0,2.0,2.0,3.0,95.0,region 250.0-300.0
162,0,strict_14_with_grace_period,1,Apartment,Private room,1.0,2.0,1.0,1.0,96.0,region 50.0-100.0
413,0,flexible,0,Apartment,Shared room,1.0,2.0,1.0,1.0,98.0,region 50.0-100.0
1073,1,moderate,0,Apartment,Private room,2.0,1.0,1.0,2.0,95.0,region 50.0-100.0
6239,1,strict,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
6242,1,moderate,1,Apartment,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
2017,1,strict_14_with_grace_period,1,House,Private room,1.0,1.0,1.0,1.0,100.0,region 100.0-150.0
5126,1,moderate,1,Others,Shared room,1.0,2.0,1.0,1.0,96.0,region 50.0-100.0
876,1,moderate,0,Others,Entire home/apt,2.0,1.0,1.0,1.0,99.0,region 150.0-200.0
817,0,moderate,0,Townhouse,Private room,2.0,1.0,1.0,1.0,97.0,region 100.0-150.0
4918,0,strict_14_with_grace_period,0,Hotel,Private room,4.0,1.0,1.0,1.0,98.0,region 150.0-200.0
2255,0,moderate,0,House,Entire home/apt,6.0,3.0,4.0,4.0,98.0,region 100.0-150.0
2734,1,moderate,0,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,91.0,region 200.0-250.0
872,1,moderate,0,Apartment,Private room,3.0,1.0,1.0,2.0,98.0,region 100.0-150.0
4341,1,moderate,0,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,96.0,region 100.0-150.0
3683,1,moderate,1,Apartment,Private room,2.0,1.0,1.0,1.0,99.0,region 100.0-150.0
229,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
906,1,moderate,0,Apartment,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
2056,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,97.0,region 250.0-300.0
896,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,6.0,1.0,3.0,3.0,99.0,Others
6331,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
5321,1,moderate,1,House,Entire home/apt,6.0,2.0,3.0,3.0,100.0,region 200.0-250.0
5849,0,flexible,1,Apartment,Entire home/apt,4.0,1.0,1.0,1.0,98.0,region 100.0-150.0
6225,1,strict_14_with_grace_period,0,House,Entire home/apt,7.0,1.0,3.0,4.0,100.0,region 300.0-350.0
3871,0,moderate,0,House,Entire home/apt,5.0,1.0,2.0,3.0,100.0,region 150.0-200.0
2153,0,flexible,0,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,100.0,region 150.0-200.0
791,1,strict_14_with_grace_period,1,Guest suite,Entire home/apt,4.0,1.0,2.0,3.0,97.0,region 200.0-250.0
6333,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
1910,0,strict_14_with_grace_period,0,House,Entire home/apt,6.0,1.0,3.0,3.0,100.0,region 400.0-450.0
1327,1,moderate,1,House,Private room,3.0,2.0,1.0,2.0,98.0,region 100.0-150.0
2308,0,strict_14_with_grace_period,0,House,Entire home/apt,6.0,2.0,3.0,3.0,97.0,region 300.0-350.0
6288,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
2876,0,flexible,0,Apartment,Entire home/apt,4.0,1.0,1.0,1.0,92.0,region 150.0-200.0
5747,0,flexible,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 200.0-250.0
698,1,strict_14_with_grace_period,0,House,Private room,4.0,1.0,2.0,3.0,97.0,region 100.0-150.0
6586,0,moderate,1,Apartment,Entire home/apt,3.0,1.0,2.0,2.0,98.0,region 150.0-200.0
3083,0,moderate,0,Condominium,Private room,1.0,0.0,1.0,1.0,95.0,region 50.0-100.0
3080,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 150.0-200.0
4986,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
6738,0,flexible,0,Apartment,Private room,1.0,1.0,1.0,1.0,98.0,region 50.0-100.0
1717,1,strict_14_with_grace_period,0,Condominium,Entire home/apt,4.0,1.0,2.0,2.0,97.0,region 150.0-200.0
2579,0,strict_14_with_grace_period,1,Condominium,Entire home/apt,4.0,1.0,2.0,4.0,97.0,region 150.0-200.0
894,0,moderate,1,Townhouse,Entire home/apt,3.0,1.0,1.0,1.0,84.0,region 150.0-200.0
3020,0,strict_14_with_grace_period,0,Apartment,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
3541,1,moderate,0,Guest suite,Private room,2.0,1.0,1.0,1.0,99.0,region 100.0-150.0
5247,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
5542,1,strict_14_with_grace_period,1,House,Private room,2.0,3.0,1.0,1.0,100.0,region 50.0-100.0
4153,1,moderate,0,Others,Shared room,1.0,4.0,1.0,1.0,94.0,region 50.0-100.0
1979,1,moderate,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,99.0,region 150.0-200.0
6018,1,moderate,1,Others,Private room,2.0,5.0,1.0,1.0,96.0,region 100.0-150.0
1057,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,97.0,region 100.0-150.0
3309,1,moderate,1,House,Private room,2.0,1.0,1.0,1.0,99.0,region 50.0-100.0
3518,0,moderate,1,House,Private room,4.0,1.0,1.0,3.0,97.0,region 50.0-100.0
2330,0,strict_14_with_grace_period,1,Townhouse,Entire home/apt,3.0,1.0,1.0,3.0,95.0,region 150.0-200.0
3658,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,70.0,region 50.0-100.0
6506,1,strict,0,Apartment,Entire home/apt,2.0,1.0,0.0,0.0,98.0,region 100.0-150.0
6387,0,flexible,1,House,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
92,1,flexible,0,Guest suite,Private room,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
1234,1,strict_14_with_grace_period,0,House,Entire home/apt,5.0,1.0,3.0,4.0,98.0,Others
6481,0,flexible,0,House,Private room,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
1013,1,moderate,1,Apartment,Private room,2.0,1.0,1.0,1.0,98.0,region 200.0-250.0
5796,0,flexible,0,Guest suite,Entire home/apt,2.0,1.0,1.0,2.0,97.0,region 100.0-150.0
3863,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,2.0,98.0,region 100.0-150.0
947,0,moderate,1,House,Private room,2.0,2.0,1.0,1.0,94.0,region 50.0-100.0
1793,0,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 150.0-200.0
5205,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,3.0,1.0,2.0,1.0,100.0,region 100.0-150.0
190,0,strict_14_with_grace_period,1,Townhouse,Entire home/apt,10.0,4.0,4.0,4.0,88.0,Others
6183,0,flexible,0,Others,Shared room,4.0,10.0,1.0,4.0,100.0,Others
1531,1,flexible,1,House,Private room,2.0,2.0,1.0,1.0,99.0,region 50.0-100.0
6092,1,flexible,0,House,Private room,3.0,1.0,1.0,2.0,97.0,region 100.0-150.0
2682,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,98.0,region 150.0-200.0
6050,1,moderate,0,Condominium,Entire home/apt,4.0,1.0,2.0,2.0,98.0,region 200.0-250.0
2812,1,strict_14_with_grace_period,0,Guest suite,Entire home/apt,4.0,1.0,0.0,2.0,99.0,region 100.0-150.0
3894,1,strict_14_with_grace_period,1,Apartment,Private room,2.0,1.0,1.0,1.0,97.0,region 100.0-150.0
3588,1,moderate,1,Guest suite,Entire home/apt,3.0,1.0,0.0,2.0,97.0,region 100.0-150.0
4819,0,flexible,0,Apartment,Private room,2.0,1.0,1.0,1.0,94.0,region 50.0-100.0
3176,1,moderate,0,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,100.0,region 100.0-150.0
2111,0,flexible,1,Boutique hotel,Private room,2.0,1.0,1.0,1.0,88.0,region 100.0-150.0
6377,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
4772,0,super_strict_30,1,House,Entire home/apt,6.0,2.0,3.0,0.0,98.0,region 150.0-200.0
105,1,moderate,0,Condominium,Entire home/apt,4.0,1.0,1.0,2.0,93.0,region 50.0-100.0
3413,1,strict_14_with_grace_period,0,House,Private room,2.0,1.0,1.0,1.0,100.0,region 150.0-200.0
2801,0,strict_14_with_grace_period,0,House,Private room,2.0,1.0,1.0,2.0,97.0,region 50.0-100.0
5817,0,flexible,1,House,Entire home/apt,6.0,3.0,3.0,3.0,100.0,Others
1963,0,moderate,0,Apartment,Private room,2.0,1.0,1.0,1.0,100.0,region 50.0-100.0
4998,1,moderate,1,House,Entire home/apt,5.0,1.0,2.0,3.0,99.0,region 150.0-200.0
2301,1,moderate,1,House,Private room,2.0,1.0,1.0,1.0,96.0,region 50.0-100.0
5528,0,flexible,1,Apartment,Entire home/apt,5.0,2.0,2.0,3.0,98.0,region 250.0-300.0
6566,1,moderate,1,Others,Shared room,1.0,6.0,1.0,1.0,100.0,region 50.0-100.0
774,1,moderate,0,House,Private room,2.0,1.0,1.0,1.0,99.0,region 150.0-200.0
1232,1,flexible,0,Others,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
858,0,strict_14_with_grace_period,1,House,Entire home/apt,6.0,1.0,4.0,4.0,100.0,Others
5524,1,flexible,0,Condominium,Private room,1.0,1.0,1.0,1.0,100.0,region 50.0-100.0
6125,0,flexible,1,House,Private room,3.0,1.0,1.0,1.0,100.0,region 150.0-200.0
6223,1,flexible,0,Apartment,Private room,1.0,1.0,1.0,1.0,98.0,region 50.0-100.0
5085,0,moderate,1,Boutique hotel,Private room,2.0,1.0,1.0,1.0,98.0,region 300.0-350.0
3154,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,3.0,3.0,100.0,region 400.0-450.0
4593,1,strict_14_with_grace_period,1,Townhouse,Entire home/apt,4.0,2.0,2.0,2.0,100.0,region 100.0-150.0
7072,0,strict_14_with_grace_period,0,Hotel,Private room,4.0,1.0,0.0,2.0,98.0,region 150.0-200.0
5703,1,moderate,0,Apartment,Entire home/apt,6.0,3.0,3.0,3.0,100.0,region 250.0-300.0
3430,0,strict_14_with_grace_period,0,Others,Entire home/apt,4.0,1.0,1.0,2.0,99.0,region 100.0-150.0
6231,0,moderate,1,Townhouse,Private room,2.0,1.0,1.0,1.0,100.0,region 50.0-100.0
6085,0,flexible,0,House,Entire home/apt,4.0,1.0,1.0,1.0,100.0,region 100.0-150.0
4160,1,strict_14_with_grace_period,0,House,Entire home/apt,6.0,2.0,3.0,3.0,100.0,Others
6749,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
5910,1,moderate,0,House,Private room,2.0,1.0,1.0,1.0,100.0,region 50.0-100.0
4370,1,moderate,0,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,97.0,region 100.0-150.0
725,1,moderate,0,Guest suite,Entire home/apt,2.0,1.0,1.0,2.0,98.0,region 50.0-100.0
1679,0,strict_14_with_grace_period,0,Others,Entire home/apt,2.0,2.0,1.0,1.0,95.0,region 300.0-350.0
6692,1,flexible,1,House,Private room,1.0,1.0,1.0,1.0,98.0,region 100.0-150.0
5245,0,flexible,1,Serviced apartment,Entire home/apt,2.0,1.0,0.0,1.0,100.0,region 150.0-200.0
2201,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,5.0,1.0,2.0,2.0,97.0,region 350.0-400.0
6757,0,strict_14_with_grace_period,1,Condominium,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 50.0-100.0
3943,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
1363,1,moderate,0,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,93.0,region 150.0-200.0
410,0,strict_14_with_grace_period,0,House,Entire home/apt,6.0,3.0,3.0,0.0,99.0,region 350.0-400.0
830,1,moderate,0,Apartment,Private room,1.0,1.0,1.0,0.0,100.0,region 150.0-200.0
3781,0,strict_14_with_grace_period,0,Apartment,Private room,2.0,1.0,1.0,2.0,100.0,region 50.0-100.0
912,1,strict_14_with_grace_period,0,Others,Entire home/apt,2.0,1.0,0.0,1.0,96.0,region 100.0-150.0
6661,0,moderate,0,Guest suite,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 100.0-150.0
2092,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,3.0,1.0,1.0,2.0,98.0,region 100.0-150.0
390,0,moderate,0,Apartment,Entire home/apt,4.0,1.0,3.0,3.0,95.0,Others
6364,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,98.0,region 150.0-200.0
6284,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
5469,0,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 200.0-250.0
6501,0,flexible,1,Apartment,Private room,2.0,1.0,2.0,1.0,100.0,region 200.0-250.0
4818,1,moderate,0,House,Private room,2.0,1.0,1.0,1.0,97.0,region 50.0-100.0
4357,0,moderate,1,Guest suite,Private room,2.0,1.0,1.0,1.0,93.0,region 50.0-100.0
4994,1,moderate,0,Apartment,Entire home/apt,6.0,2.0,2.0,2.0,98.0,region 200.0-250.0
2243,1,moderate,0,Apartment,Entire home/apt,7.0,2.0,4.0,4.0,99.0,Others
6259,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
3123,1,flexible,1,Guest suite,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
3121,0,strict_14_with_grace_period,0,Apartment,Private room,1.0,0.0,1.0,1.0,92.0,region 0.0-50.0
3957,1,strict_14_with_grace_period,0,Condominium,Entire home/apt,4.0,2.0,2.0,2.0,100.0,region 250.0-300.0
718,0,flexible,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,87.0,region 150.0-200.0
3452,1,strict_14_with_grace_period,1,Apartment,Private room,2.0,1.0,1.0,1.0,97.0,region 100.0-150.0
2440,0,strict_14_with_grace_period,0,Condominium,Entire home/apt,4.0,1.0,2.0,2.0,100.0,region 150.0-200.0
3256,1,strict_14_with_grace_period,1,Apartment,Entire home/apt,8.0,1.0,4.0,5.0,96.0,Others
6163,0,strict_14_with_grace_period,1,House,Shared room,4.0,2.0,1.0,4.0,90.0,region 0.0-50.0
6502,1,strict_14_with_grace_period,1,House,Private room,3.0,1.0,1.0,2.0,94.0,region 50.0-100.0
3108,1,moderate,1,Condominium,Private room,2.0,1.0,1.0,1.0,96.0,region 50.0-100.0
3411,1,strict_14_with_grace_period,1,Apartment,Private room,2.0,1.0,1.0,1.0,99.0,region 100.0-150.0
6994,0,moderate,1,House,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
3048,0,flexible,1,Boutique hotel,Private room,2.0,1.0,1.0,1.0,85.0,region 100.0-150.0
5031,0,flexible,1,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 50.0-100.0
6898,0,flexible,0,House,Shared room,2.0,1.0,1.0,2.0,98.0,region 0.0-50.0
420,0,strict_14_with_grace_period,0,Others,Entire home/apt,4.0,1.0,2.0,2.0,100.0,region 150.0-200.0
2197,0,strict_14_with_grace_period,1,Apartment,Private room,2.0,2.0,1.0,1.0,86.0,region 50.0-100.0
4105,1,strict_14_with_grace_period,0,House,Entire home/apt,6.0,1.0,3.0,4.0,98.0,Others
3877,0,flexible,0,House,Shared room,4.0,3.0,1.0,4.0,98.0,region 0.0-50.0
3912,0,strict_14_with_grace_period,1,House,Entire home/apt,13.0,2.0,3.0,3.0,95.0,region 250.0-300.0
3117,0,moderate,0,Apartment,Private room,2.0,1.0,1.0,1.0,86.0,region 50.0-100.0
1937,0,strict_14_with_grace_period,0,House,Entire home/apt,4.0,1.0,3.0,4.0,100.0,region 450.0-500.0
1119,1,moderate,0,Others,Private room,1.0,2.0,1.0,1.0,100.0,region 50.0-100.0
4115,0,strict_14_with_grace_period,1,Condominium,Entire home/apt,8.0,2.0,3.0,3.0,85.0,Others
534,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,97.0,Others
548,1,strict_14_with_grace_period,0,House,Entire home/apt,11.0,2.0,4.0,6.0,94.0,region 450.0-500.0
5680,0,strict_14_with_grace_period,0,Boutique hotel,Private room,4.0,1.0,1.0,2.0,98.0,region 250.0-300.0
298,0,strict_14_with_grace_period,0,Apartment,Private room,2.0,1.0,1.0,1.0,89.0,region 50.0-100.0
3362,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,5.0,1.0,1.0,3.0,97.0,region 150.0-200.0
3729,0,strict_14_with_grace_period,1,House,Private room,2.0,1.0,1.0,1.0,97.0,region 50.0-100.0
2170,1,strict_14_with_grace_period,1,Others,Private room,2.0,1.0,1.0,1.0,97.0,region 150.0-200.0
1385,0,moderate,0,House,Entire home/apt,6.0,1.0,3.0,4.0,100.0,Others
3207,0,flexible,0,Apartment,Entire home/apt,5.0,2.0,3.0,3.0,93.0,region 150.0-200.0
3135,1,moderate,0,Condominium,Entire home/apt,6.0,1.0,3.0,3.0,100.0,Others
3899,1,moderate,0,Apartment,Private room,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
6853,0,super_strict_30,1,House,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 50.0-100.0
6980,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 50.0-100.0
6913,1,flexible,1,House,Private room,4.0,1.0,1.0,2.0,100.0,region 50.0-100.0
5771,0,flexible,0,Condominium,Entire home/apt,2.0,1.0,1.0,1.0,98.0,Others
5487,1,flexible,0,House,Shared room,1.0,1.0,1.0,1.0,80.0,region 0.0-50.0
4184,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,99.0,region 150.0-200.0
3158,0,strict_14_with_grace_period,1,Apartment,Private room,2.0,1.0,1.0,1.0,93.0,region 100.0-150.0
5739,0,strict_14_with_grace_period,0,Condominium,Entire home/apt,3.0,1.0,1.0,3.0,98.0,region 300.0-350.0
97,0,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,99.0,region 250.0-300.0
2099,0,strict_14_with_grace_period,0,Condominium,Entire home/apt,2.0,1.0,0.0,1.0,90.0,region 100.0-150.0
6492,0,flexible,0,Apartment,Entire home/apt,5.0,1.0,2.0,2.0,96.0,region 200.0-250.0
4605,0,moderate,1,House,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
2259,1,strict_14_with_grace_period,0,Guest suite,Entire home/apt,7.0,1.0,1.0,4.0,96.0,region 300.0-350.0
4799,0,flexible,1,Boutique hotel,Private room,2.0,1.0,0.0,1.0,100.0,region 50.0-100.0
1969,1,moderate,0,Condominium,Private room,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
2794,0,flexible,1,Serviced apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 100.0-150.0
1045,0,moderate,0,Apartment,Entire home/apt,4.0,1.0,0.0,1.0,98.0,region 100.0-150.0
5602,1,moderate,0,Guest suite,Entire home/apt,4.0,1.0,1.0,1.0,99.0,region 200.0-250.0
939,0,moderate,0,House,Private room,2.0,1.0,1.0,1.0,99.0,region 100.0-150.0
5525,0,strict_14_with_grace_period,1,House,Entire home/apt,6.0,1.0,2.0,3.0,90.0,region 250.0-300.0
5904,0,strict_14_with_grace_period,0,House,Private room,2.0,1.0,1.0,1.0,92.0,region 50.0-100.0
6007,0,strict_14_with_grace_period,1,House,Private room,4.0,2.0,1.0,2.0,95.0,region 50.0-100.0
7070,0,moderate,0,Guest suite,Private room,2.0,1.0,1.0,2.0,98.0,region 0.0-50.0
607,0,strict_14_with_grace_period,0,House,Private room,1.0,3.0,1.0,1.0,95.0,region 0.0-50.0
7005,0,strict_14_with_grace_period,1,Others,Shared room,1.0,1.0,1.0,1.0,98.0,region 0.0-50.0
2526,0,strict_14_with_grace_period,0,Townhouse,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
2539,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,3.0,1.0,2.0,2.0,75.0,region 100.0-150.0
6985,0,strict_14_with_grace_period,0,Condominium,Private room,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
1070,0,strict_14_with_grace_period,0,Townhouse,Entire home/apt,4.0,1.0,2.0,2.0,95.0,region 200.0-250.0
6508,0,flexible,0,House,Private room,2.0,1.0,1.0,1.0,100.0,region 50.0-100.0
296,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,5.0,2.0,3.0,3.0,100.0,region 150.0-200.0
49,0,super_strict_30,0,Apartment,Entire home/apt,2.0,1.0,0.0,2.0,93.0,region 50.0-100.0
5607,0,flexible,0,House,Entire home/apt,8.0,3.0,4.0,4.0,98.0,region 300.0-350.0
